,title,location,salary,Experience,date
1910,Senior Data Analyst,"Charlotte, NC",64500,9,11/9/19
2459,Data Analyst,"Kennesaw, GA",88500,4,1/4/20
2539,Data Analyst,"Concord, CA",126000,4,7/22/19
1945,Data Analyst (College & Foundation Reporting),"Oakland, CA",138500,10,4/2/20
2006,Data Analyst,"Boulder, CO",62000,10,9/10/17
3199,Data Analyst,"Santa Clara, CA",54500,9,3/31/17
1401,Data Analyst,"Santa Clara, CA",54500,4,1/18/18
2156,Data Analyst,"Sterling, VA",118000,6,9/28/18
1980,Data Analyst,"Carmel, IN",47500,9,12/24/17
2016,Data Analyst,"Centennial, CO",70000,7,1/14/20
2017,Data Analyst,"Centennial, CO",70000,9,10/1/19
3089,Senior Data Analyst,"Los Angeles, CA",131000,8,2/15/19
1272,Senior Data Analyst,"Los Angeles, CA",131000,7,3/11/19
2749,Senior Data Analyst,Georgia,54000,8,5/27/17
2423,Senior Data Analyst,"Atlanta, GA",74500,11,2/24/18
2599,Senior Data Analyst,"Los Angeles, CA",73000,5,12/9/19
1286,Data Analyst,"Chicago, IL",59000,11,1/12/20
3102,Data Analyst,"Chicago, IL",59000,4,10/4/18
2557,Senior Data Analyst,"Minneapolis, MN",93000,11,11/29/19
3003,Senior Data Analyst,"Minneapolis, MN",56500,9,7/25/19
1670,Senior Data Analyst,"Salt Lake City, UT",36500,8,5/4/18
3061,Data Analyst,Illinois,59500,9,6/14/17
2671,Data Analyst - CRM,"Orlando, FL",48000,8,5/19/20
1646,Data Analyst - Machine Learning,"New York, NY",39500,11,7/2/20
1662,Data Analyst,"Salt Lake City, UT",36500,3,4/26/19
3154,Data Analyst,"San Antonio, TX",59500,9,12/27/18
1348,Data Analyst,"San Antonio, TX",59500,3,4/1/18
1715,Data Analyst - (Python),"Long Beach, CA",80000,7,11/24/17
2809,Data Analyst - (Python),"Long Beach, CA",79000,8,9/27/17
1527,Senior Data Analyst,"Austin, TX",64000,8,8/13/17
1770,Data Analyst,"Tempe, AZ",73500,8,3/23/17
2003,Data Analyst,"Denver, CO",62000,10,5/29/18
3137,Data Analyst,"Tempe, AZ",56500,3,1/18/17
1838,Data Analyst,"Coppell, TX",63000,11,5/31/17
1327,Data Analyst,"Tempe, AZ",56500,6,4/30/18
1324,Data Analyst,"Scottsdale, AZ",40500,3,5/4/19
1968,Data Analyst,"San Francisco, CA",92500,6,11/11/19
1751,Senior Data Analyst,"Chicago, IL",79500,4,6/22/17
1612,Data Analyst,"New York, NY",72000,4,4/12/18
2550,Data Analyst,"Minneapolis, MN",47500,10,2/4/19
2019,Data Analyst,"Denver, CO",70000,6,7/12/17
1757,Senior Data Analyst,"Chicago, IL",59000,7,11/11/18
2823,Senior Data Analyst,"Chicago, IL",63000,10,9/17/20
2288,"Data Analyst - Global Wealth Management Co, $90K","Boston, MA",76500,3,8/17/18
2971,Data Analyst,"Wauwatosa, WI",52500,10,11/17/18
2399,Data Analyst,"Milwaukee, WI",52500,10,3/14/19
2575,Data Analyst,"Tampa, FL",87500,7,1/19/19
2002,Data Analyst,"Denver, CO",62000,5,5/5/17
2007,Data Analyst,"Denver, CO",62000,5,11/26/18
2668,Senior Data Analyst,"Frisco, TX",71500,3,7/9/18
2900,Data Analyst,"Bethesda, MD",61500,11,12/27/19
2124,Data Analyst,"Bethesda, MD",77000,9,6/12/19
1378,Data Analyst,"Dallas, TX",103500,7,6/20/18
3179,Data Analyst,"Dallas, TX",103500,3,11/21/20
2907,Data Analyst,"Washington, DC",62500,11,11/5/20
3165,Data Analyst,"San Diego, CA",98500,4,2/5/20
2709,Data Analyst,Remote,92500,9,4/6/20
3139,Data Analyst,"Philadelphia, PA",46500,5,6/8/17
1361,Data Analyst,"San Diego, CA",98500,3,4/12/17
1329,Data Analyst,"Philadelphia, PA",46500,10,7/16/18
1548,Data Analyst,"Charlotte, NC",58500,9,6/11/20
2440,Data Analyst,"Atlanta, GA",55500,11,7/17/19
2110,Data Analyst,"Reston, VA",66000,6,11/30/20
3136,Data Analyst,"Scottsdale, AZ",56500,8,10/9/20
1326,Data Analyst,"Scottsdale, AZ",56500,7,12/25/18
2287,Senior Data Analyst,"Boston, MA",76500,10,10/31/18
3151,Data Analyst,"San Antonio, TX",77500,8,3/27/19
1345,Data Analyst,"San Antonio, TX",77500,6,3/19/20
1995,Data Analyst,"Renton, WA",51000,11,4/24/18
2076,Data Analyst,"Renton, WA",51000,7,3/30/17
2329,Data Analyst,"Portland, OR",112000,6,6/19/20
2333,Data Analyst,"Portland, OR",112000,6,11/10/19
2792,Data Analyst - Data Scanning utilizing Rochade,"New York, NY",74500,6,9/26/17
2685,Data Analyst,"New York, NY",85000,4,4/30/17
2515,Data Analyst - Engineering Success,"Irvine, CA",73500,5,1/15/18
1942,Data Analyst,"San Francisco, CA",138500,9,4/6/17
1473,Data Analyst,"Evanston, IL",57500,4,9/2/18
3267,Data Analyst,"Evanston, IL",57500,9,7/25/17
2573,Data Analyst,"Tampa, FL",87500,8,6/9/19
2087,Senior Data Analyst,"Seattle, WA",107000,10,12/8/17
3056,DATA ANALYST,Canada,51500,8,8/17/17
2609,Data Analyst,"Cincinnati, OH",81500,8,11/30/17
3152,Data Analyst,"San Antonio, TX",77500,5,4/9/17
1346,Data Analyst,"San Antonio, TX",77500,4,9/30/18
2055,Senior Data Analyst,"Charlotte, NC",51500,9,4/26/19
2410,DATA ANALYST,"Albuquerque, NM",55500,7,9/19/18
2085,Data Analyst,"Tukwila, WA",51000,9,8/12/20
2540,Senior Data Analyst,"San Francisco, CA",138500,6,5/4/20
1701,Data Analyst,"El Segundo, CA",79000,8,6/15/18
2667,Data Analyst,"Frisco, TX",63500,9,4/27/20
3033,Data Analyst,"Lincoln, NE",46000,8,8/15/17
2186,Senior Data Analyst,"Washington, DC",68500,3,7/17/19
3296,Data Analyst,"New York, NY",152000,3,2/27/17
2962,Data Analyst,"Las Vegas, NV",53500,8,8/18/19
2513,Data Analyst,"Fort Lauderdale, FL",46000,5,10/21/19
1803,Data Analyst,"Horsham, PA",40500,4,7/14/20
1802,Data Analyst,"Horsham, PA",40500,10,5/7/19
2317,Data Analyst,"Detroit, MI",63500,6,6/21/19
2951,Data Analyst,"Detroit, MI",63500,10,9/10/20
2737,Data Analyst - Healthcare,New Jersey,51000,9,5/29/19
2357,Senior Data Analyst,"Louisville, KY",54000,8,7/2/18
1985,Senior Data Analyst,"Indianapolis, IN",47500,7,12/23/20
3141,Data Analyst,"Philadelphia, PA",98000,10,7/6/20
1331,Data Analyst,"Philadelphia, PA",98000,8,10/2/20
1336,Data Analyst,"Philadelphia, PA",108500,8,11/28/19
3144,Data Analyst,"Philadelphia, PA",108500,3,6/28/18
1442,Data Analyst - LA,"Los Angeles, CA",103000,3,2/9/20
1570,Data Analyst,"New York, NY",51500,9,11/17/17
2119,Data Analyst,"Washington, DC",66000,10,4/24/18
3236,Data Analyst - LA,"Los Angeles, CA",103000,11,3/7/17
2315,Data Analyst - Full-Time (Non-Exempt),"Bloomfield Hills, MI",63500,3,7/3/20
2632,DATA ANALYST,"Saint Louis, MO",49500,4,3/17/20
2500,Data Analyst,"Research Triangle Park, NC",62500,5,11/28/19
1656,Data Analyst - Cardiac Cath Lab,"West Orange, NJ",104500,11,7/1/17
2177,Data Analyst,"Reston, VA",93000,5,7/21/18
2173,Data Analyst,"Sterling, VA",93000,5,6/6/17
2981,Data Analyst,"Alpharetta, GA",57500,4,7/24/20
2976,Data Analyst,"Sacramento, CA",63000,3,6/1/18
1561,Senior Data Analyst,"Charlotte, NC",48000,6,7/9/20
1559,Senior Data Analyst,"Charlotte, NC",61000,3,9/15/20
2258,Data Analyst,"Boston, MA",86000,6,6/28/18
2390,Senior Data Analyst,"Columbia, MD",122000,10,1/2/19
1892,Data Analyst,"Columbus, OH",40000,9,4/23/18
1542,Data Analyst,"Columbus, OH",68500,8,8/10/20
3217,Data Analyst,"Jacksonville, FL",80500,5,1/1/20
1423,Data Analyst,"Jacksonville, FL",80500,6,2/1/18
2175,Data Analyst,"McLean, VA",93000,10,8/17/17
2933,Senior Data Analyst,"Rockville, MD",122500,6,2/20/20
2910,Data Analyst,"Arlington, VA",73500,8,9/27/17
2123,Data Analyst,"Washington, DC",77000,8,11/22/18
1573,Data Analyst,"New York, NY",66500,6,2/15/19
3255,Data Analyst,"Chicago, IL",60000,9,4/4/18
1461,Data Analyst,"Chicago, IL",60000,4,12/13/18
1245,Cloud Data Engineer,"Irving, TX",61000,8,2/27/17
2889,Data Analyst,"Denver, CO",62000,11,3/24/18
2893,Data Analyst,"Denver, CO",45500,7,11/18/20
2166,Data Analyst - Consultant,"Washington, DC",93000,3,7/8/17
1228,Cloud Data Engineer (Azure),"Chicago, IL",76500,9,9/26/17
1810,Senior Data Analyst,"San Antonio, TX",81000,10,2/1/19
2418,Data Analyst (Health and Human Services/Government Sector),"Sacramento, CA",66500,7,3/25/19
2184,Data Analyst,"Washington, DC",68500,11,12/19/17
1572,Data Analyst,"Jersey City, NJ",66500,7,1/27/19
1603,Data Analyst,"Jersey City, NJ",69000,8,6/23/19
2493,Data Analyst (Contract),"Cary, NC",62500,6,12/7/18
2647,Data Analyst,"Pittsburgh, PA",49000,4,4/18/17
3027,Data Analyst,"Pittsburgh, PA",49000,4,2/4/17
2178,Data Analyst,"Washington, DC",93000,3,1/23/19
1244,Cloud Data Engineer,"Irving, TX",61000,9,2/19/18
2320,Data Analyst - Full-Time (Non-Exempt),"Bloomfield Hills, MI",56500,5,5/31/17
3128,Senior Data Analyst,"Phoenix, AZ",48500,11,5/27/18
1317,Senior Data Analyst,"Phoenix, AZ",48500,3,4/3/20
2836,Senior Data Analyst,"San Antonio, TX",56000,10,5/3/18
3303,Data Analyst,"Columbus, OH",129000,8,11/6/19
2126,Data Analyst,"Washington, DC",77000,6,3/21/17
2005,Data Analyst,"Centennial, CO",62000,8,7/15/18
2799,Data Analyst - Permanent Resident Required,"Jersey City, NJ",64500,3,2/26/18
2840,Data Analyst,"Plano, TX",64000,5,3/14/18
1827,Data Analyst,"Plano, TX",41500,3,3/16/19
2617,Data Analyst,"Milford, OH",81500,6,11/22/19
3064,Data Analyst - Supply Chain,"Jersey City, NJ",64500,3,9/13/18
2370,Data Analyst,"Baltimore, MD",75500,7,4/30/18
3057,"Data Analyst - R, SQL and SAS - REMOTE - (DN)",United States,92500,4,8/16/19
2174,Data Analyst,"Bethesda, MD",93000,10,9/29/20
1318,Data Analyst,"Phoenix, AZ",70000,3,5/22/20
3129,Data Analyst,"Phoenix, AZ",70000,4,1/11/20
2769,Data Analyst,"Madison, WI",61500,11,11/6/18
2772,Data Analyst,"Madison, WI",61500,5,4/15/20
2629,Data Analyst,"Saint Louis, MO",49500,9,5/13/17
3022,Data Analyst,"Saint Louis, MO",56000,6,8/12/17
2858,"Data Analyst (Hive, Hadoop, Zeppelin, PySpark)","San Jose, CA",126000,8,8/9/17
1567,Data Analyst,"New York, NY",51500,4,11/1/18
1289,Data Analyst,"Chicago, IL",85000,10,6/24/18
3105,Data Analyst,"Chicago, IL",85000,6,8/16/18
2757,Data Analyst,"Princeton, NJ",61500,10,10/1/20
2209,Data Analyst,"Washington, DC",84500,11,4/1/20
1601,Data Analyst,"New York, NY",69000,5,4/30/17
2828,Data Analyst - Collibra,"Phoenix, AZ",71500,6,5/29/17
3283,Data Analyst - Collibra,"Phoenix, AZ",98500,6,5/2/19
1489,Data Analyst - Collibra,"Phoenix, AZ",98500,5,1/25/19
2496,Data Analyst,"Durham, NC",62500,5,11/17/20
2220,Data Analyst - Senior Consultant with Security Clearance,"Washington, DC",63000,11,9/15/20
1258,Data Analyst,"Lyndhurst, NJ",79000,4,10/28/19
266,Senior Front-End Developer,United States•Remote,100000,9,12/30/17
275,Senior Front-End Developer,United States•Remote,100000,11,9/14/20
263,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,7,8/25/18
284,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,3,11/6/17
298,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,5/14/19
296,Business Analyst,"Reston, VA",91250,7,10/24/19
295,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,8,1/4/18
294,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,4,5/25/18
293,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,8,6/14/20
292,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,6/24/17
291,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,5,8/12/17
289,Front-End / node.js Developer (Remote Office),United States•Remote,100000,4,2/28/18
288,Business Analyst,"Reston, VA",91250,9,11/25/17
287,Front-End / node.js Developer (Remote Office),United States•Remote,100000,3,9/18/20
286,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,10/24/17
285,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,8,3/3/18
258,Full Stack Developer II,"Washington, DC",105054,4,12/15/17
222,.NET Software Engineer,"Columbia, MD",144560,10,1/10/19
281,Front-End / node.js Developer (Remote Office),United States•Remote,100000,10,8/24/17
279,Business Analyst,"Reston, VA",91250,9,10/10/20
277,Front-End / node.js Developer (Remote Office),United States•Remote,100000,7,1/11/20
274,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,9,6/6/18
272,Front-End / node.js Developer (Remote Office),United States•Remote,100000,5,1/12/18
271,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,9,1/26/17
270,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,11,5/21/18
262,Business Analyst,"Reston, VA",91250,7,8/26/19
269,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,8/27/17
264,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,11,12/16/17
268,Front-End / node.js Developer (Remote Office),United States•Remote,100000,3,8/5/20
235,Full Stack Developer,"Washington, DC 20036 (Downtown area)",104000,11,5/8/20
241,Full Stack Developer,"Washington, DC 20036 (Downtown area)",104000,4,5/29/20
267,Business Analyst,"Reston, VA",91250,10,3/20/17
184,.NET Software Engineer,"Columbia, MD",144560,11,2/16/17
199,.NET Software Engineer,"Columbia, MD",144560,6,6/10/18
197,.NET Software Engineer,"Columbia, MD",144560,7,9/11/19
1951,Data Analyst,"San Mateo, CA",126000,6,8/9/19
1915,Data Analyst,"Charlotte, NC",64500,3,10/15/18
1551,Data Analyst,"Charlotte, NC",57000,9,8/29/19
229,Web Developer,"Washington, DC•Remote",83200,10,2/7/18
243,Android Developer (React Native),"McLean, VA•Temporarily Remote",130000,3,8/6/17
297,Full Stack Developer,"Reston, VA 20191",107500,3,2/25/19
237,Frontend and Backend Developer,"Rockville, MD•Temporarily Remote",135000,7,10/21/19
351,Senior GNSS Research Engineer - DoD / Robotics / Autonomous,"Gaithersburg, MD 20878",135000,6,2/22/20
236,Frontend and Backend Developer,"Rockville, MD•Temporarily Remote",135000,11,9/14/18
160,Senior Web Developer,"Fort Meade, MD",165500,11,5/3/19
67,MS SQL Developer,"Herndon, VA•Remote",76215.5,8,2/18/18
163,Technical Lead,"Washington, DC",156000,9,11/14/20
244,Senior Web Developer,"Fort Meade, MD",165500,5,10/7/17
248,Design Director,"Washington, DC 20001 (Shaw area)•Remote",115000,10,7/25/18
249,Automation QA Analyst,"Rockville, MD 20850 (Town Center area)",85000,5,3/28/20
261,Senior UX Designer,"Arlington County, VA",104300,7,11/28/19
251,Sr. Software Developer,"Chevy Chase, MD 20815•Remote",145000,10,1/2/17
252,Automation QA Analyst,"Rockville, MD 20850 (Town Center area)",85000,9,4/3/17
240,Front-End Engineer,"Washington, DC 20005 (Logan Circle area)",75000,7,6/7/20
254,Sr. Software Developer,"Chevy Chase, MD 20815•Remote",145000,9,6/16/17
255,Senior UX Designer (USC/GC Only),"Reston, VA 20191 (Hunter area)•Temporarily Remote",125840,6,4/16/20
65,Senior Software Engineer,"Washington, DC",168500,5,12/5/20
280,Senior UX Designer,"Arlington, VA",104300,4,8/23/20
259,Senior UI Designer,"Arlington County, VA",118750,11,5/28/19
150,Backend Developer,"Annapolis Junction, MD",241500,6,4/27/17
785,Software Engineer Java Developer III,"Annapolis Junction, MD",244500,9,1/7/18
226,User Experience (UX) Designer/Researcher,"Fort Meade, MD",93056,11,5/23/19
310,Cloud Engineer,"Herndon, VA",172500,5,9/15/20
234,Front-End Engineer,"Washington, DC 20005 (Logan Circle area)",75000,8,11/1/20
317,Cloud Engineer,"Herndon, VA",172500,6,5/23/20
482,Program Manager,"Fort Belvoir, VA•Remote",158314,3,6/18/19
360,Senior Software Engineer,"Washington, DC",168500,4,7/27/19
227,UI/UX Designer,"Washington, DC 20005 (Downtown area)•Temporarily Remote",90000,5,4/28/19
230,UI/UX Developer,"Springfield, VA•Remote",175000,3,12/17/18
1233,Cloud Services Engineer,"Phoenix, AZ",94000,8,3/13/19
2138,Data Analyst,"Washington, DC",118000,11,9/9/20
2902,Data Analyst,"Washington, DC",62500,8,10/6/17
232,Web Developer (508 Compliance Health),"Washington, DC•Temporarily Remote",130000,5,5/30/20
1562,Data Analyst,"Huntersville, NC",54000,4,10/26/19
2475,Data Analyst - MicroStrategy and SQL - W2 work only,"Overland Park, KS",65500,9,7/28/19
2942,Data Analyst,"Boston, MA",49500,5,8/17/18
2263,Data Analyst,"Boston, MA",86000,4,4/25/17
2784,Data Analyst,"New York, NY",98500,11,12/7/17
2330,Data Analyst,"Beaverton, OR",112000,5,8/5/19
3305,UX Business Analyst,"Phoenix, AZ",78000,3,1/3/18
3308,UX Business Analyst,"Phoenix, AZ",78000,5,10/17/19
2874,Data Analyst - San Francisco,"San Francisco, CA",92500,4,3/21/20
2075,Data Analyst - Indianapolis,"Indianapolis, IN",33000,7,2/23/20
2628,Data Analyst,"Saint Louis, MO",49500,11,2/28/19
238,Web Developer,"Lanham, MD",85000,3,3/1/18
245,Web Developer,"Lanham, MD",85000,4,10/31/18
242,PHP Developer - 100% Remote,"Washington, DC•Temporarily Remote",119600,11,9/19/19
1818,Data Analyst,"Dallas, TX",36000,7,12/10/19
324,Cloud Engineer,"Reston, VA 20170+19 locations•Remote",82500,4,9/6/17
315,Temporary/Contract - DevOps Engineer - contracted up to 12 m...,"Washington, DC•Remote",135200,4,8/14/17
1982,Data Analyst,"Indianapolis, IN",47500,5,8/22/17
3175,Data Analyst,"Plano, TX",76000,4,12/11/17
1373,Data Analyst,"Plano, TX",76000,8,5/7/20
1835,Data Analyst - SM,"Irving, TX",63000,4,9/11/20
3030,Data Analyst (Excel Expert),"Ambridge, PA",49000,10,11/22/19
1806,Senior Data Analyst - Client Experience,"Malvern, PA",88500,5,10/4/17
3307,UX Strategy Analyst,"New York, NY",76000,6,12/2/18
3304,UX Strategy Analyst,"New York, NY",76000,5,8/17/17
2917,Data Analyst,"Herndon, VA",68500,8,6/29/20
2028,Senior Data Analyst,"Houston, TX",53500,10,10/16/19
1765,Senior Data Analyst,"Houston, TX",61500,8,5/15/18
265,Senior UI/UX Designer,"Washington, DC+2 locations•Remote",145000,7,9/29/17
290,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,10,2/25/18
276,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,5,6/2/19
299,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,6,8/20/18
278,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,8,2/12/18
1666,Data Analyst,"Salt Lake City, UT",36500,11,1/13/18
2326,Data Analyst,"Oklahoma City, OK",75500,11,6/19/17
1539,Data Analyst -0517 Suv,"Irving, TX",48500,3,11/5/20
2355,Data Analyst - Media,"Louisville, KY",54000,11,7/11/19
185,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,11,4/30/19
658,System Engineer Linux,"Washington, DC•Remote",95000,6,12/20/18
188,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,9,5/29/19
206,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,7,12/7/17
2277,Data Analyst (eDiscovery),"Boston, MA",49500,4,4/29/18
1822,Data Analyst,"Dallas, TX",36000,10,3/11/20
1992,Data Analyst - Revenue Assurance,"Bellevue, WA",51000,10,12/29/19
98,BigData ETL Developer,"Columbia, MD",86345.5,7,8/18/19
100,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,2/2/17
109,BigData ETL Developer,"Columbia, MD",86345.5,9,11/2/19
107,BigData ETL Developer,"Columbia, MD",86345.5,8,6/30/20
260,Front End Web Developer,"Herndon, VA 20171",115000,9,11/5/19
134,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,10/12/18
1524,Senior Analyst,"Austin, TX",64000,5,10/10/20
2477,Data Analyst - Excel & SQL expert - $25/hr w2 - Temp To Perm,"Overland Park, KS",71000,7,5/3/19
1445,Data Analyst,"Pasadena, CA",84500,11,3/9/18
3239,Data Analyst,"Pasadena, CA",84500,11,9/20/18
2492,Data Analyst,"Raleigh, NC",62500,5,6/24/20
231,UX Designer,"Washington, DC 20002 (Near Northeast area)",90000,9,6/6/20
1874,Senior Data Analyst,"Milpitas, CA",75500,11,10/1/17
1829,Data Analyst,"Grapevine, TX",63500,11,11/9/19
2252,Data Analyst,"Boston, MA",75000,7,8/8/17
1784,Data Analyst,"Wilmington, DE",59500,9,1/31/20
2060,Data Analyst (ETL & Visualization),"San Francisco, CA",126000,11,5/22/19
1966,Data Analyst,"Oakland, CA",99000,3,7/19/19
1859,Data Analyst,"San Jose, CA",120000,5,8/22/18
999,Information Technology Specialist (Sr. Systems Administrator...,"Washington, DC",140908,9,9/9/17
