,title,company,salary,summary,location,Experience
5190,Data Engineer,Amazon.com Services LLC,,"Design, develop, implement, test, document, and operate large-scale, high-volume and low latency applications.
Experience with AWS services such as S3 and RDS.","Arlington, VA",7
5191,Next Generation VoIP Engineer,Atlas Technologies Inc,,"Provide VoIP test and evaluation engineering.
Experience with IT services in addition to networking, such as Virtualization, automation, service deployment, and…","Alexandria, VA 22315",7
5192,Senior Engineer,"INDUS Technology, Inc.",,"Define workflows and processes, implement and training, knowledge sharing, and process automation across all activities, processes, and functions associated…","Washington, DC 20374 (Anacostia area)",7
5193,IT Subject Matter Specialist,TECHGUARD SECURITY LLC,,"Research, engineer, test, and propose specific solutions to satisfy VIP, business critical or unique requirements and facilitate implementation of the solution…","Fort Meade, MD 20755",6
5194,Senior Internet Systems Engineer (DevOps),US House Of Representatives - CAO,"$117,173 - $140,243 a year","Proven experience in working with automation tools like Ansible and proficiency in creating bash scripts.
Continued employment is contingent upon satisfactorily…","Washington, DC 20515 (Southwest Federal Center area)•Temporarily Remote",3
5195,Mobile Software Engineer,Alarm.com,,"Collaborating with Quality Assurance in developing a test plan to ensure successful deployment of updates.
This position is ideal for the candidate who seeks a…","Tysons, VA 22102",4
5196,Mechanical Engineer,Chinook Systems,,"Climbing stairs and ladders, carrying/operating test equipment up to 25 lbs.
Review and provide comments on equipment submittals, test reports, and manuals.","Arlington, VA•Remote",4
5197,Systems Engineer,Cypher Intelligence,,"Demonstrated experience using build automation and continuous integration tools, such as Jenkins.
The Systems Engineer will participate in the planning and…","Herndon, VA",7
5198,Research Engineer/Scientist,Acima Technical Services,,Creating analytical methods to examine various advanced software and automation concepts designed to improve air traffic management capabilities.,"Washington, DC",4
5199,Software Quality Engineer,SSN Group,,"Script test cases for automation testing.
Execute test cases and validate backend processes.
Develop the automation scripts for the online applications.","Herndon, VA 20170",3
5200,Senior Test and Evaluation Engineer,The MITRE Corporation,,"Ensure robust test data preparation and management processes and practices.
Work with software and system engineers to evaluate and improve large, complex…","McLean, VA",6
5201,Software Systems Engineer- Integration,ECS Federal LLC,,"5+ years of experience in a cyber-engineer role supporting enterprise software solutions.
Strong experience in automation solutions (e.g. Ansible, scripting,…","McLean, VA",6
5202,Senior Release Engineer - AWS Redshift,Amazon.com Services LLC,,"5+ years of experience in release engineering, which should include tooling and automation experience.
As a Senior Release Engineer with Amazon Redshift, you…","Arlington, VA",5
5203,Senior .NET DevOps Engineer (Containers),US House of Representatives,"$118,345 - $149,523 a year","While this position is for a senior level engineer, junior applicants are welcome to apply.
Proven experience in working with automation tools like Ansible and…","Washington, DC 20020 (Anacostia area)",7
5204,Front-End Engineer - Angular,BRMi,,"Help maintain code quality, organization, and automation.
Experience in writing test cases using Karma, Protractor and other frameworks.","Chantilly, VA 20151",3
5205,Thermal Analysis Engineer - Herndon,Quartus Engineering,,"Experience with advanced Thermal Analysis features (articulation, automation of temperature mapping, orbit definition).","Herndon, VA 20170",3
5206,Senior Software Engineer - Tableau,Salesforce,,"A former test development background or area current test development engineer role are also a plus.
You believe in automation and writing tests for your own…","Washington, DC+1 location",3
5207,"System Engineer, Sr.","Dobbs Defense Solutions, LLC.",,"Develops and maintains code and associated test scripts to meet defined requirements.
Delivering high-quality IT, cybersecurity, and data analytics solutions…","Fort Meade, MD 20755",3
5208,Sr. Systems Engineer (Cloud),Improvix Technologies,,"Maintain and update build automation scripts and make changes as necessary for each release;
Continually strive to automate and streamline operations and…","Washington, DC 20036 (Downtown area)",1
5209,AWS Linux Engineer,Softthink Solutions,,"Experience with orchestration and infrastructure automation using bash, python and yaml scripting to provision services, templates and packages.","Herndon, VA 20170",3
5210,Data Engineer,The MITRE Corporation,,"The data engineer supports all with.
Data (and metadata) pipeline automation - ETL through machine learning model Application deployment automation Database…","McLean, VA",5
5211,SDET Engineer,"V-Soft Consulting Group, Inc.",,"Involved in test planning, writing test cases/scripts, test case automation and test execution.
Define and tracks quality assurance metrics such as defects,…","Washington, DC 20005 (Logan Circle area)",7
5212,Dev Ops Engineer,MKS2 Technologies,,The developer will also implement and test Microsoft Just Enough Administration (JEA) setups to improve Least Privilege and Role-Based Access Control (RBAC) and…,"Springfield, VA",6
5213,Test Engineer (TS/SCI Clearance Required),North Point Technology,,"Experience with maintaining test automation scripts.
Experience with test automation tool implementation such as Selenium and Cucumber.","Chantilly, VA",2
5214,Cyber Security and Special Projects Software Engineer,LOCKHEED MARTIN CORPORATION,,"Familiarity with Test Driven Development and test automations.
BS in Computer Engineering, Electrical Engineering, or Computer Science with relevant course work…","Herndon, VA 20171",6
5215,Staff Cybersecurity Engineer - Lead (Level 6),"Rise8, Inc.",,"Training, mentoring and/or upskilling engineers.
Implementing NIST controls inheritance and controls automation and cRMF.","Washington, DC•Remote",3
5216,PRIME CONTRACT – Wireless Network Analyst/Engineer,ProObject,,"Develop, integrate, and execute test plans for wireless assessments including scripts for automation.
Responsible for performing vulnerability assessments of…","Annapolis Junction, MD",6
5217,"Cyber Engineer, Senior",Booz Allen Hamilton,,"Experience with lab functional testing, including developing test plans and test reports.
Ability to engineer, implement, and monitor security measures for the…","Arlington, VA+1 location",5
5218,Test Back End Junior,ECS Federal LLC,,"Work with architects and developers to define test approach, prepare test data, develop manual or automated test scripts using automated testing tools and…","Merrifield, VA",2
5219,Wireless Network Analyst/Engineer,Applied Insight,,"Develop, integrate, and execute test plans for wireless assessments including scripts for automation.
We are seeking a Wireless Network Analyst/Engineer that…","Fort Meade, MD 20755",6
5220,Sr. Principal App System Engineer - 90297225 - Washington,Amtrak,,The DevOps process essentially provides automation and consistency in incremental code deployment on AWS or Azure Cloud platforms.,"Washington, DC 20002 (NoMa area)",3
5221,Senior Integration Engineer,Parsons,,"Experience writing test plans and strategies for unit, integration, and validation tests.
Experience with network test equipment.
Active TS/SCI w/Polygraph.","Fort George G Meade, MD+1 location",7
5222,Data Scientist,Varen Technologies,,"Develop statistical tests to make data-driven recommendations and decisions.
Partner with software engineers and cloud developers to develop production…","Annapolis Junction, MD 20701",3
5223,Sr. DevOps Engineer,Skyward Federal LLC,"$150,000 - $180,000 a year","Keyword-based test automation development.
The engineer will also provide engineering expertise in support of test activities with a focus on automating test…","Washington, DC+1 location•Remote",2
